row_index,original_text,detected_entities,entity_types,confidence_scores
3775,"104 Cheriton Rd, Folkestone CT20 2QN, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3776,"41 Canterbury Rd, Folkestone CT19 5NJ, UK",LOCATION:Canterbury Rd; LOCATION:Folkestone; DATE_TIME:5NJ; LOCATION:UK,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
3777,"Bouverie Pl, Folkestone CT20 1AU, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3778,"Taylors Pharmacy, 362-364 Cheriton Rd, Folkestone CT19 4DX, UK",LOCATION:Folkestone; DATE_TIME:4DX; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
3779,"Sandgate Road Surgery, 180 Sandgate Rd, Folkestone CT20 2HN, UK",LOCATION:Sandgate Road Surgery; LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3780,"133 Black Bull Rd, Folkestone CT19 5NU, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3781,"Cheriton High St, Folkestone CT19 4QJ, UK",LOCATION:UK,LOCATION,0.850
3782,"42-44 Sandgate Rd, Folkestone CT20 1DW, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3783,"Sandgate Rd, Folkestone CT20 1DP, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3784,"38 Cheriton High St, Folkestone CT19 4ET, UK",LOCATION:Folkestone; DATE_TIME:4ET; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
3785,"97 Canterbury Rd, Hawkinge, Folkestone CT18 7BS, UK",LOCATION:UK,LOCATION,0.850
3786,"1-5 Bouverie Pl, Folkestone CT20 1AU, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3787,"Park Farm Rd, Folkestone CT19 5GA, UK",DATE_TIME:5GA; LOCATION:UK,DATE_TIME; LOCATION,0.850; 0.850
3788,"4, Block 1, 12A Defiant Cl, Hawkinge, Folkestone CT18 7SU, UK",LOCATION:UK,LOCATION,0.850
3789,"127 Canterbury Rd, Folkestone CT19 5NR, UK",LOCATION:Canterbury Rd; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3790,"21 Station Rd, Lyminge, Folkestone CT18 8HQ, UK",LOCATION:UK,LOCATION,0.850
3791,"42-44 Sandgate Rd, Folkestone CT20 1DW, UK",LOCATION:Folkestone; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3792,"110 High St, Hythe CT21 5LE, UK",LOCATION:UK,LOCATION,0.850
3793,"1 Stade St, Hythe CT21 6BG, UK",LOCATION:UK,LOCATION,0.850
3794,"155-157 Edge Ln, Liverpool L7 2PF, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L7,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3795,"Retail Park Parade, Melwood Pharmacy, Deysbrook Ln, Liverpool L12 4YF, United Kingdom",PERSON:Deysbrook Ln; LOCATION:Liverpool; LOCATION:United Kingdom; US_DRIVER_LICENSE:L12,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3796,"65 Moss Ln, Liverpool L9 8AE, UK",PERSON:Moss Ln; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L9,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3797,"126 Smithdown Rd, Liverpool L15 3JR, UK",LOCATION:UK; US_DRIVER_LICENSE:L15,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
3798,"Unit 14 Liverpool Shopping Park, Montrose Way, Liverpool L13 1FA, United Kingdom",LOCATION:Montrose Way; LOCATION:Liverpool; LOCATION:United Kingdom; US_DRIVER_LICENSE:L13,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3799,"37 Myrtle St, Liverpool L7 7AJ, UK",PERSON:Myrtle St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L7,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3800,"Breck Rd, Liverpool L6 5DR, UK",PERSON:Breck Rd; LOCATION:UK; US_DRIVER_LICENSE:L6,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3801,"Utting Ave, Liverpool L4 9XU, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L4,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3802,"44 Castle St, Liverpool L2 7LA, UK",LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L2,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3803,"17 Parker St, Liverpool L1 1DJ, UK",PERSON:Parker St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L1,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3804,"68 London Rd, Liverpool L3 5NF, UK",PERSON:London Rd; LOCATION:UK; US_DRIVER_LICENSE:L3,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3805,"2 Vauxhall Rd, Liverpool L3 2BG, UK",LOCATION:UK; US_DRIVER_LICENSE:L3,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
3806,"9-11 Church St, Liverpool L1 1DA, UK",LOCATION:Church St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L1,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3807,"Breck Rd, Liverpool L6 5DR, UK",PERSON:Breck Rd; LOCATION:UK; US_DRIVER_LICENSE:L6,PERSON; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3808,"19 Prescot Rd, Liverpool L7 0LA, UK",LOCATION:UK; US_DRIVER_LICENSE:L7,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
3809,"22-24 Queens Dr, Liverpool L15 7NE, UK",LOCATION:UK; US_DRIVER_LICENSE:L15,LOCATION; US_DRIVER_LICENSE,0.850; 0.300
3810,"139 Aigburth Rd, Liverpool L17 0BJ, UK",PERSON:Aigburth Rd; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L17,PERSON; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3811,"125 Knowsley Road, Bootle, Liverpool L20 4NJ, United Kingdom",LOCATION:Bootle; LOCATION:Liverpool; LOCATION:United Kingdom; US_DRIVER_LICENSE:L20,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3812,"Lime St, Liverpool L1 1DJ, UK",LOCATION:Lime St; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L1,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3813,"6-8 Sefton Rd, Litherland, Liverpool L21 7PG, UK",PERSON:Sefton Rd; LOCATION:Litherland; LOCATION:Liverpool; LOCATION:UK; US_DRIVER_LICENSE:L21,PERSON; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3814,"8 Spring Parade, Brigg DN20 8EQ, UK",DATE_TIME:8 Spring Parade; PERSON:Brigg; LOCATION:UK,DATE_TIME; PERSON; LOCATION,0.850; 0.850; 0.850
3815,"26 Oswald Rd, Scunthorpe DN15 7PT, UK",PERSON:Oswald Rd; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3816,"4-6 Lichfield Ave, Scunthorpe DN17 1QL, UK",LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3817,"Cambridge Ave, Scunthorpe DN16 3LG, UK",LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3818,"18 High St, Messingham, Scunthorpe DN17 3RS, UK",LOCATION:Messingham; LOCATION:Scunthorpe; NRP:3RS; LOCATION:UK,LOCATION; LOCATION; NRP; LOCATION,0.850; 0.850; 0.850; 0.850
3819,"Market Pl, Crowle, Scunthorpe DN17 4LB, UK",LOCATION:Crowle; LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3820,"38 Manlake Ave, Winterton, Scunthorpe DN15 9TA, UK",PERSON:Manlake Ave; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3821,"27 Brooklands Ave, Broughton, Brigg DN20 0DY, UK",PERSON:Broughton; PERSON:Brigg; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
3822,"1 Market Pl, Caistor, Market Rasen LN7 6TJ, UK",LOCATION:UK,LOCATION,0.850
3823,"44 Church Rd, North Ferriby HU14 3BU, UK",LOCATION:North Ferriby; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3824,"188 Ashby Rd, Scunthorpe DN16 2AP, UK",PERSON:Ashby Rd; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3825,"Scunthorpe General Hospital, Cliff Gardens, Scunthorpe DN15 7BH, UK",LOCATION:Cliff Gardens; LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3826,"72-74 Cottage Beck Rd, Scunthorpe DN16 1LE, UK",DATE_TIME:72-74; PERSON:Beck Rd; LOCATION:Scunthorpe; DATE_TIME:1LE; LOCATION:UK,DATE_TIME; PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
3827,"160 Frodingham Rd, Scunthorpe DN15 7NJ, UK",PERSON:Frodingham Rd; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3828,"213 Ashby High St, Scunthorpe DN16 2JP, UK",LOCATION:Scunthorpe; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3829,"8 High St, Kirton in Lindsey, Gainsborough DN21 4LU, UK",LOCATION:Kirton; LOCATION:Lindsey; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3830,"6, Brough Shopping Park, Welton Rd, Brough HU15 1AF, UK",PERSON:Welton Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3831,"763 Hessle Rd, Hull HU4 6PJ, UK",PERSON:Hessle Rd; PERSON:Hull; LOCATION:UK,PERSON; PERSON; LOCATION,0.850; 0.850; 0.850
3832,"11 George St, Barton-upon-Humber DN18 5ES, UK",PERSON:George St; PERSON:Barton; LOCATION:Humber; DATE_TIME:5ES; LOCATION:UK,PERSON; PERSON; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
3833,"Doncaster Rd, Scunthorpe DN15 7DE, UK",PERSON:Doncaster Rd; LOCATION:Scunthorpe; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3834,"7 Queen St, Peterhead AB42 1TN, UK",PERSON:Queen St; LOCATION:Peterhead; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3835,"4 Hilton Dr, Aberdeen AB24 4NU, UK",PERSON:Hilton Dr; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3836,"45 High St, Strichen, Fraserburgh AB43 6SQ, UK",LOCATION:Strichen; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3837,"High Street, Kemnay, Scotland AB51 5NB, UK",LOCATION:Scotland; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3838,"62 High St, New Pitsligo, Fraserburgh AB43 6NL, UK",NRP:Fraserburgh; LOCATION:UK,NRP; LOCATION,0.850; 0.850
3839,"10-12 Gordon St, Huntly AB54 8AJ, UK",PERSON:Gordon St; LOCATION:Huntly; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3840,"32 Market St, Ellon AB41 9JD, UK",PERSON:Market St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3841,"53 Clerkhill Rd, Peterhead AB42 2XF, UK",PERSON:Clerkhill Rd; LOCATION:Peterhead; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3842,"27 Scotstown Rd, Bridge of Don, Aberdeen AB22 8HH, UK",LOCATION:Don; LOCATION:Aberdeen; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3843,"Main Rd, Blackburn, Aberdeen AB21 0SS, UK",LOCATION:Blackburn; LOCATION:Aberdeen; DATE_TIME:0SS; LOCATION:UK,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
3844,"3 Birch Way, Balmedie, Aberdeen AB23 8SJ, UK",LOCATION:Aberdeen; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3845,"44 Moir Green, Aberdeen AB16 7HS, UK",PERSON:Moir Green; LOCATION:Aberdeen; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3846,"35 W High St, Inverurie AB51 3QQ, UK",LOCATION:UK,LOCATION,0.850
3847,"4 Summerhill Shopping Centre, Summerhill Ct, Aberdeen AB15 6TW, United Kingdom",LOCATION:Summerhill Ct; LOCATION:Aberdeen; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3848,"560 Holburn St, Aberdeen AB10 7LJ, UK",PERSON:Holburn St; LOCATION:Aberdeen; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3849,"16 Greenfern Pl, Aberdeen AB16 6JR, UK",LOCATION:Aberdeen; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3850,"29 Main St, Turriff AB53 4AB, UK",LOCATION:Turriff; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3851,"7-11 Broad St, Fraserburgh AB43 9AE, UK",PERSON:Broad St; NRP:Fraserburgh; LOCATION:UK,PERSON; NRP; LOCATION,0.850; 0.850; 0.850
3852,"Foresterhill Health Centre, Aberdeen Royal Infirmary, Foresterhill Rd, Aberdeen AB25 2XE, United Kingdom",PERSON:Foresterhill Rd; LOCATION:Aberdeen; LOCATION:United Kingdom,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3853,"1 Skateraw Rd, Newtonhill, Stonehaven AB39 3PU, UK",LOCATION:Newtonhill; LOCATION:Stonehaven; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3854,"1 Drumintee Rd, Newry BT35 8JT, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3855,"5a Monaghan St, Newry BT35 6BB, UK",PERSON:Monaghan St; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3856,"99 Armagh Rd, Newry BT35 6PW, UK",LOCATION:Armagh Rd; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3857,"3 Main St, Camlough, Newry BT35 7JG, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3858,"9 Sugar Island, Newry BT35 6HT, UK",LOCATION:Sugar Island; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3859,"3-5 The Quays, Newry BT35 8AF, UK",LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3860,"1 Skerriff Road, Cullyhanna, Newry BT35 0JG, United Kingdom",LOCATION:Cullyhanna; LOCATION:Newry; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3861,"54 Mill St, Newry BT34 1AG, UK",LOCATION:Mill St; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3862,"6A Downpatrick St, Rathfriland, Newry BT34 5DG, UK",LOCATION:Rathfriland; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3863,"13 John Mitchel Pl, Newry BT34 2BP, UK",PERSON:John Mitchel Pl; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3864,"The Square, Warrenpoint, Newry BT34 3LY, UK",LOCATION:Warrenpoint; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3865,"5 Tullymacreeve Rd, Mullaghbawn, Newry BT35 9RD, UK",PERSON:Tullymacreeve Rd; LOCATION:Mullaghbawn; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3866,"2 Charlemont Square E, Bessbrook, Newry BT35 7AD, UK",LOCATION:Bessbrook; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3867,"11 Church St, Warrenpoint, Newry BT34 3HN, UK",LOCATION:Newry; DATE_TIME:3HN; LOCATION:UK,LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850
3868,"16 Main St, Rathfriland, Newry BT34 5PS, UK",LOCATION:Rathfriland; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3869,"2 Ballyvally Rd, Mayobridge, Newry BT34 2ES, UK",LOCATION:Mayobridge; LOCATION:Newry; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3870,"4 Monaghan St, Newry BT35 6AA, UK",PERSON:Monaghan St; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3871,"16A Bridge St, Rostrevor, Newry BT34 3BG, UK",LOCATION:Rostrevor; LOCATION:Newry; DATE_TIME:3BG; LOCATION:UK,LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850
3872,"Unit 1 The Quays Shopping Centre, Newry BT35 8QS, United Kingdom",LOCATION:Newry; LOCATION:United Kingdom,LOCATION; LOCATION,0.850; 0.850
3873,"11 Marcus Square, Newry BT34 1AE, UK",PERSON:Marcus Square; LOCATION:Newry; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3874,"Warwick Rd, Carlisle CA1 2SB, UK",PERSON:Warwick Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3875,"North Carlisle Medical Centre, Eden St, Carlisle CA3 9JZ, United Kingdom",LOCATION:Eden St; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3876,"Fusehill Medical Centre, Fusehill St, Carlisle CA1 2HE, UK",PERSON:Fusehill St; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3877,"Arnside House, Sycamore Lane, Parkland Village, Carlisle CA1 3SR, United Kingdom",LOCATION:Parkland Village; LOCATION:Carlisle; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3878,"Chandler Way, Carlisle CA3 0JQ, UK",PERSON:Chandler Way; LOCATION:Carlisle CA3 0JQ; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3879,"58 English St, Carlisle CA3 8HS, UK",NRP:English; LOCATION:St; LOCATION:Carlisle; LOCATION:UK,NRP; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3880,"139 Denton St, Carlisle CA2 5HB, UK",LOCATION:Denton St; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3881,"76 Warwick Rd, Carlisle CA1 1DU, UK",PERSON:Warwick Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3882,"43-49 English St, Carlisle CA3 8JU, UK",NRP:English; LOCATION:St; LOCATION:Carlisle; LOCATION:UK,NRP; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3883,"7 Central Ave, Carlisle CA1 3QB, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3884,"Port Rd, Carlisle CA2 7AJ, UK",LOCATION:Port Rd; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3885,"59 Orton Rd, Carlisle CA2 7HA, UK",PERSON:Orton Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3886,"The Lanes Shopping Centre, 1 Grapes Ln, Carlisle CA3 8NX, UK",PERSON:Grapes Ln; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3887,"28 Blackwell Rd, Carlisle CA2 4EQ, UK",PERSON:Blackwell Rd; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3888,"55 Wigton Rd, Carlisle CA2 7AY, UK",PERSON:Wigton Rd; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3889,"29 Stonegarth, Carlisle CA2 6PD, UK",LOCATION:Stonegarth; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3890,"Church St, Carlisle CA2 5TF, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3891,"Cumwhinton Dr, Carlisle CA1 3SX, UK",PERSON:Cumwhinton Dr; LOCATION:Carlisle; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
3892,"Bank St, Carlisle CA3 8EU, UK",LOCATION:UK,LOCATION,0.850
3893,"6 Petteril Bank Rd, Carlisle CA1 3AH, UK",LOCATION:Carlisle; LOCATION:UK,LOCATION; LOCATION,0.850; 0.850
3894,"61-63 Sloane Ave, Chelsea, London SW3 3DH, UK",PERSON:Sloane Ave; LOCATION:Chelsea; LOCATION:London; DATE_TIME:3DH; LOCATION:UK,PERSON; LOCATION; LOCATION; DATE_TIME; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
3895,"35-37 Old Brompton Rd, South Kensington, London SW7 3HZ, UK",DATE_TIME:35-37; LOCATION:South Kensington; LOCATION:London; LOCATION:UK,DATE_TIME; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3896,"The Arcade, 6 South Kensington Underground Station, London SW7 2NA, United Kingdom",LOCATION:London; LOCATION:2NA; LOCATION:United Kingdom,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3897,"213 Kensington High St, Kensington, London W8 6BD, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3898,"233- 235 Old Brompton Rd, Earl's Court, London SW5 0EA, UK",PERSON:Earl; LOCATION:London; LOCATION:0EA; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3899,"107-109 Gloucester Rd, South Kensington, London SW7 4SS, UK",LOCATION:Gloucester Rd; LOCATION:South Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3900,"19 Kensington High St, Kensington, London W8 5NP, UK",LOCATION:Kensington; LOCATION:London; LOCATION:5NP; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3901,"92 Old Brompton Rd, South Kensington, London SW7 3LQ, UK",LOCATION:South Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3902,"396 King's Rd, Chelsea, London SW10 0LN, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3903,"169 Kensington High St, Kensington, London W8 6SH, UK",LOCATION:Kensington; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3904,"4 Stratford Rd, Kensington, London W8 6QD, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W8,LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.300
3905,"W Cromwell Rd, Kensington, London W14 8PB, UK",LOCATION:Kensington; LOCATION:London; LOCATION:W14 8PB; LOCATION:UK; US_DRIVER_LICENSE:W14,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3906,"187 Brompton Rd, Knightsbridge, London SW3 1NE, UK",PERSON:Brompton Rd; LOCATION:Knightsbridge; LOCATION:London; LOCATION:1NE; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850; 0.850
3907,"382 Kensington High St, Kensington, London W14 8NL, UK",LOCATION:Kensington; LOCATION:UK; US_DRIVER_LICENSE:W14,LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.300
3908,"6 Elystan St, Chelsea, London SW3 3NS, UK",PERSON:Elystan St; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3909,"55-57 Notting Hill Gate, Kensington, London W11 3JS, UK",LOCATION:Notting Hill Gate; LOCATION:Kensington; LOCATION:London; LOCATION:UK; US_DRIVER_LICENSE:W11,LOCATION; LOCATION; LOCATION; LOCATION; US_DRIVER_LICENSE,0.850; 0.850; 0.850; 0.850; 0.300
3910,"158A Cromwell Rd, Kensington, London SW7 4EJ, UK",LOCATION:Kensington; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3911,"53 Beauchamp Pl, Chelsea, London SW3 1NY, UK",PERSON:Beauchamp Pl; LOCATION:Chelsea; LOCATION:London; LOCATION:UK,PERSON; LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850; 0.850
3912,"469 King's Rd, Chelsea, London SW10 0LU, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3913,"King's Rd, Chelsea, London SW10 0LR, UK",LOCATION:Chelsea; LOCATION:London; LOCATION:UK,LOCATION; LOCATION; LOCATION,0.850; 0.850; 0.850
3914,"Pendle Rise Shopping Centre, 2 Pendle St, Nelson BB9 9SL, UK",PERSON:Nelson; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3915,"Colne BB8 0HN, United Kingdom",LOCATION:United Kingdom,LOCATION,0.850
3916,"41 Every St, Nelson BB9 7LU, UK",PERSON:Nelson; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3917,"96 Every St, Nelson BB9 7LS, UK",PERSON:Every St; LOCATION:UK,PERSON; LOCATION,0.850; 0.850
3918,"102 Barkerhouse Rd, Nelson BB9 9EU, UK",PERSON:Nelson; LOCATION:9EU; LOCATION:UK,PERSON; LOCATION; LOCATION,0.850; 0.850; 0.850
